Title,Title_URL,Artist Name,Artist Link,Duration,Genre,Mood,Movement,Theme,Other keywords,Other keywords.1
Warrior_30sec,https://pixabay.com/music/main-title-warrior-30sec-192838/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,0:30,Main Title Adventure Build Up Scenes Epic Classical Intro/Outro,Restless Energetic Suspense Epic Hopeful Uplifting,Chasing Running Heavy & Ponderous Marching Medium,Film Music Cinematic Music Music For Videos,trailer music,trailer music epic soundtrack cinematic composition heroic theme intense orchestration dramatic score powerful drums hybrid orchestral cinematic trailer action movie music epic adventure fantasy soundtrack dramatic trailer intense music epic battle orchestral arrangement film score war drums hybrid cinematic emotional journey trailer vlog epic intro
Bỏ Phố Về Quê - Relaxing Piano For Youtube Video,https://pixabay.com/music/modern-classical-bo-pho-ve-que-relaxing-piano-for-youtube-video-227835/,Piano_Solo_Nhạc_Nền_Piano,https://pixabay.com/users/piano_solo_nh%E1%BA%A1c_n%E1%BB%81n_piano-44398113/,4:32,Modern Classical Solo Piano Small Emotions,Dreamy Bright Hopeful Peaceful Relaxing Romantic Sentimental,Elegant Floating Slow,Background Music Music For Videos Film Music,"piano
relaxing
soothing",piano relaxing soothing thư giãn background music bgm nhạc hoà tấu nhạc không lời nhạc nền nhạc nền việt nam audiobay no copyright music
Dòng Sông Phẳng Lặng Như Tờ - Relaxing Piano For Youtube Video,https://pixabay.com/music/modern-classical-dong-song-phang-lang-nhu-to-relaxing-piano-for-youtube-video-227805/,Piano_Solo_Nhạc_Nền_Piano,https://pixabay.com/users/piano_solo_nh%E1%BA%A1c_n%E1%BB%81n_piano-44398113/,4:44,Modern Classical Solo Piano Small Emotions,Dreamy Bright Hopeful Peaceful Relaxing Romantic Sentimental,Elegant Floating Slow,Film Music Background Music Music For Videos,"piano
relaxing
soothing",piano relaxing soothing thư giãn background music bgm nhạc hoà tấu nhạc không lời nhạc nền nhạc nền việt nam audiobay no copyright music
faded - Relaxing Piano Music,https://pixabay.com/music/modern-classical-faded-relaxing-piano-music-218335/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,3:06,Modern Classical Solo Piano Beautiful Plays Main Title,Dreamy Hopeful Sentimental Bright Restless,Floating Elegant Medium Chasing,Music For Videos Film Music Cinematic Music,"piano
relaxing
soft",piano relaxing soft calm faded instrumental music instrument beautiful sleep evening background piano music piano soft relaxing piano calm piano
Beyond Horizons,https://pixabay.com/music/main-title-beyond-horizons-201654/,imagineaudio,https://pixabay.com/users/imagineaudio-43347379/,1:58,Main Title Adventure Build Up Scenes Epic Classical,Restless Bright Hopeful Uplifting Suspense Energetic Epic,Chasing Running Heavy & Ponderous Marching Medium,Film Music Cinematic Music Music For Videos,"epic
orchestral
music",epic orchestral music inspirational motivational intro background music dynamic ai generated udio no copyright no copyright music copyright free
Epic emotinal inspirational,https://pixabay.com/music/main-title-epic-emotinal-inspirational-207071/,Elahim,https://pixabay.com/users/elahim-40635205/,2:00,Main Title Adventure Build Up Scenes Epic Classical,Restless Suspense Uplifting Bright Epic Hopeful,Chasing Medium Running,Film Music Cinematic Music,"epic
fantasy
warrior",epic fantasy warrior war medieval knight inspire inspirational motivation
Mariage d'Amour - Beautiful Ambient Piano,https://pixabay.com/music/modern-classical-mariage-dx27amour-beautiful-ambient-piano-219962/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:47,Modern Classical Main Title Solo Piano Beautiful Plays,Dreamy Bright Hopeful Sentimental Romantic Restless,Elegant Medium Chasing,Music For Videos Film Music Cinematic Music,"piano
calm
soft",piano calm soft beautiful beautiful piano music musician classic soft music calm music calm piano soft piano classical music classical piano piano music ambient inspiring sad cry rain nature water background classical piano music music piano
Wings of Freedom (No Copyright Motivational Music),https://pixabay.com/music/main-title-wings-of-freedom-no-copyright-motivational-music-226184/,Jeremusic70,https://pixabay.com/users/jeremusic70-25199461/,2:06,Main Title Adventure Build Up Scenes Epic Classical,Restless Bright Dreamy Uplifting Suspense Epic Hopeful,Chasing Running Fast,Music For Videos Film Music Cinematic Music,"no copyright
documentary",no copyright documentary drone asia cinematic areal motivational inspirational
Warrior_Long,https://pixabay.com/music/main-title-warrior-long-192842/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,2:25,Main Title Adventure Build Up Scenes Epic Classical Action Chase Scene,Restless Suspense Energetic Uplifting Hopeful Epic,Chasing Running Heavy & Ponderous Marching Medium,Film Music Cinematic Music Music For Videos,trailer music,trailer music epic soundtrack cinematic composition heroic theme intense orchestration dramatic score powerful drums hybrid orchestral cinematic trailer action movie music epic adventure fantasy soundtrack dramatic trailer intense music epic battle orchestral arrangement film score war drums hybrid cinematic emotional journey trailer vlog epic intro
Tears,https://pixabay.com/music/dramatic-classical-tears-223082/,SergePavkinMusic,https://pixabay.com/users/sergepavkinmusic-6130722/,5:16,Dramatic Classical Nostalgia Tragedy Build Up Scenes Drama Scene,Sentimental Dreamy Sad Bright Suspense Epic,Medium Heavy & Ponderous Floating Chasing,Film Music Cinematic Music,"sad
dramatic
cinematic",sad dramatic cinematic grief orchestra epic classical tragic tearful strings war emotional mournful historical documentary heartfelt aftermath battle funeral dark background music music sad music
Moon Rain - Beautiful Piano Music,https://pixabay.com/music/modern-classical-moon-rain-beautiful-piano-music-223674/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:00,Modern Classical Solo Piano Beautiful Plays Main Title Nostalgia,Dreamy Restless Bright Hopeful Sentimental Romantic,Chasing Elegant Medium,Film Music Cinematic Music Music For Videos,"piano
soft
calm",piano soft calm relaxing thinking sleep dream rain sad calm piano calm music sunset vlog evening piano soft piano music piano calm classical beautiful inspiring ambient instrumental melody classic keyboard
Broken Sonata - Sad Piano,https://pixabay.com/music/modern-classical-broken-sonata-sad-piano-201839/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:35,Modern Classical Solo Piano Nostalgia Beautiful Plays Main Title,Dreamy Sentimental Hopeful Relaxing Romantic Sad,Elegant Medium Floating Chasing,Film Music Cinematic Music Music For Videos Background Music,"piano
sad
music",piano sad music sad piano classical vintage classic instrument melody calm soft relax relaxing thinking reading music piano piano song instrumental piano music soft piano beautiful music beautiful piano dreams dream
idea 10,https://pixabay.com/music/modern-classical-idea-10-203609/,CalvinClavier,https://pixabay.com/users/calvinclavier-16027823/,2:13,Modern Classical Solo Piano Wedding Beautiful Plays Main Title,Restless Bright Dreamy Hopeful Uplifting Romantic,Elegant Medium Chasing Floating,Film Music Cinematic Music Music For Videos Background Music,"piano
music
soft",piano music soft relaxing inspiring background music piano music piano song relaxing piano soft piano calm calm music calm piano calm music piano classical romantic romance love
Epic Emotional_Short 1,https://pixabay.com/music/main-title-epic-emotional-short-1-197085/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,1:40,Main Title Adventure Build Up Scenes Epic Classical,Restless Bright Hopeful Uplifting Suspense Energetic Epic,Chasing Running Heavy & Ponderous Marching Fast,Music For Videos Film Music Cinematic Music,epic background music,epic background music inspirational background music motivational background music cinematic background music epic inspirational motivational cinematic music epic motivational music epic powerful music epic music for vlog epic music for intro power of epic music power of nature epic music background best epic music
The Last Watchman (Epic Cinematic Noir Orchestra),https://pixabay.com/music/main-title-the-last-watchman-epic-cinematic-noir-orchestra-221141/,soundbay,https://pixabay.com/users/soundbay-601514/,2:24,Main Title Adventure Build Up Scenes Epic Classical,Restless Bright Hopeful Uplifting Suspense Epic Dreamy,Chasing Medium Marching Heavy & Ponderous,Film Music Cinematic Music Music For Videos,"epic
cinematic",epic cinematic orchestral action action trailer adventure blockbuster hero intesne intro modern movie noir opener orchestra percussion piano strings suspense teaser tense theatre thriller titles
Militant Amelia. Orchestral hip-hop background music for video vlog,https://pixabay.com/music/beats-militant-amelia-orchestral-hip-hop-background-music-for-video-vlog-205323/,White_Records,https://pixabay.com/users/white_records-32584949/,2:24,Beats Upbeat Electronic Alternative Hip Hop Adventure Main Title Build Up Scenes Epic Classical,Restless Bright Laid Back Hopeful Uplifting Suspense Energetic Epic,Chasing Running Heavy & Ponderous Medium Fast,Music For Videos Film Music Cinematic Music,background,background background music epic music positive music classical music music for video orchestral music music for vlog militant amelia cheerful music funny music hip hop music vlog music orchestra advertising music romantic music dramatic music romance hip hop instrumental music piano music cinematic music epic positive
Winter Legacy. The Four Seasons Antonio Vivaldi Hip-Hop version 54 sec,https://pixabay.com/music/beats-winter-legacy-the-four-seasons-antonio-vivaldi-hip-hop-version-54-sec-201039/,White_Records,https://pixabay.com/users/white_records-32584949/,0:54,Beats Electronic Adventure Main Title Epic Classical Intro/Outro Build Up Scenes,Restless Bright Laid Back Energetic Hopeful Uplifting Epic,Chasing Medium Elegant,Music For Videos Music For Youtube Videos Film Music Cinematic Music,"background
epic music",background epic music orchestral music dramatic music cinematic music music for vlog instrumental music motivational music background music antonio vivaldi winter legacy romantic music music for video the four seasons dramatic background music relax background music vlog music cinematic background music epic powerful music dramatic music for vlog dramatic music for intro power of nature dramatic music background
This Is Epic,https://pixabay.com/music/adventure-this-is-epic-115231/,Music_Unlimited,https://pixabay.com/users/music_unlimited-27600023/,2:19,Adventure Epic Classical Build Up Scenes Main Title Beautiful Plays,Epic Bright Restless Hopeful Uplifting Suspense Energetic,Marching Heavy & Ponderous Chasing Running Medium Fast,Music For Videos Film Music Cinematic Music Music For Youtube Videos,"epic
cinematic",epic cinematic motivation adventure emotional inspiration commercial film background nature dramatic action
My Love Medium,https://pixabay.com/music/wedding-my-love-medium-177577/,Grand_Project,https://pixabay.com/users/grand_project-19033897/,1:40,Wedding Main Title Beautiful Plays Modern Classical Solo Piano,Romantic Dreamy Bright Hopeful Uplifting Relaxing Sentimental Suspense,Elegant Floating Medium,Film Music Cinematic Music Background Music Music For Youtube Videos Vlog Music Music For Videos,"ambient
background",ambient background beautiful beauty bright cinematic commercial dreamy emotional film hopeful inspiration inspirational inspiring light love motivation motivational orchestral piano podcast poetry romantic slideshow speech
Field Grass,https://pixabay.com/music/beautiful-plays-field-grass-115973/,SergePavkinMusic,https://pixabay.com/users/sergepavkinmusic-6130722/,4:24,Beautiful Plays Build Up Scenes Main Title Adventure Pulses Ambient Modern Classical,Hopeful Dreamy Bright Restless Suspense Laid Back Romantic,Elegant Floating Medium Chasing,Film Music Music For Videos Background Music Music For Youtube Videos Cinematic Music,"dreamy
optimistic",dreamy optimistic acoustic guitar nature inspirational romantic landscape cinematic emotional hopeful travel sentimental documentary strings peaceful love background music music
